,sentence_id,sentence,category,sentiment
328,191:00:00,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,LAPTOP#MISCELLANEOUS,negative
329,191:01:00,"IT WANT TAKE IT, IT KEEP SAYING ERROR.",LAPTOP#MISCELLANEOUS,negative
330,191:02:00,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",LAPTOP#GENERAL,positive
331,237:00:00,It's fast and has excellent battery life.,LAPTOP#OPERATION_PERFORMANCE,positive
332,237:00:00,It's fast and has excellent battery life.,BATTERY#OPERATION_PERFORMANCE,positive
333,237:01:00,The screen shows great colors.,DISPLAY#QUALITY,positive
334,247:00:00,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#OPERATION_PERFORMANCE,positive
335,247:00:00,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#QUALITY,positive
336,247:01:00,the speed is fine.,LAPTOP#OPERATION_PERFORMANCE,positive
338,247:03:00,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",DISPLAY#DESIGN_FEATURES,positive
339,247:03:00,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",LAPTOP#CONNECTIVITY,positive
340,247:04:00,Love it.,LAPTOP#GENERAL,positive
341,254:00:00,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",LAPTOP#GENERAL,positive
342,254:00:00,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",BATTERY#OPERATION_PERFORMANCE,positive
343,216:00:00,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,BATTERY#OPERATION_PERFORMANCE,negative
344,242:00:00,This computer is the ideal college companion.,LAPTOP#MISCELLANEOUS,positive
345,242:01:00,It's software and speed enable it to do amazing things.,LAPTOP#OPERATION_PERFORMANCE,positive
346,242:01:00,It's software and speed enable it to do amazing things.,SOFTWARE#GENERAL,positive
347,338:00:00,I am not happy at all with the product I purchased.,LAPTOP#GENERAL,negative
349,338:01:00,"A cheaper price should not equal a ""cheap"" product.",LAPTOP#QUALITY,negative
350,338:02:00,It was over rated!,LAPTOP#GENERAL,negative
351,364:00:00,The Toshiba laptop was a great purchase.,LAPTOP#GENERAL,positive
352,364:01:00,"The price was very good, and the product is top quality.",LAPTOP#PRICE,positive
353,364:01:00,"The price was very good, and the product is top quality.",LAPTOP#QUALITY,positive
354,364:02:00,"The delivery was fast, and I would not hesitate to purchase this laptop again.",SHIPPING#QUALITY,positive
355,364:02:00,"The delivery was fast, and I would not hesitate to purchase this laptop again.",LAPTOP#GENERAL,positive
357,362:01:00,It has easy to use features and all the speed and power I could ask for.,LAPTOP#USABILITY,positive
358,362:01:00,It has easy to use features and all the speed and power I could ask for.,LAPTOP#OPERATION_PERFORMANCE,positive
359,362:02:00,True quality at a great price!,LAPTOP#QUALITY,positive
360,362:02:00,True quality at a great price!,LAPTOP#PRICE,positive
362,357:01:00,I am enjoying it and the quality it provides is great!,LAPTOP#GENERAL,positive
363,357:01:00,I am enjoying it and the quality it provides is great!,LAPTOP#QUALITY,positive
364,357:02:00,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",COMPANY#GENERAL,positive
365,357:02:00,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!",LAPTOP#GENERAL,positive
367,330:01:00,"The screen graphics and clarity, and sharpness are great.",DISPLAY#QUALITY,positive
368,330:02:00,I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,LAPTOP#GENERAL,positive
369,322:00:00,I like the laptop overall.,LAPTOP#GENERAL,positive
370,322:01:00,The only thing i can say is that the touch pad doesnt work like it should all the time.,MOUSE#OPERATION_PERFORMANCE,negative
371,322:02:00,Sometimes you really have to tap the pad to get it to work,MOUSE#OPERATION_PERFORMANCE,negative
372,322:02:00,Sometimes you really have to tap the pad to get it to work,MOUSE#USABILITY,negative
373,354:00:00,This is a great little computer for the price.,LAPTOP#GENERAL,positive
375,354:01:00,"Simple to use, and great graphics.",LAPTOP#USABILITY,positive
376,354:01:00,"Simple to use, and great graphics.",GRAPHICS#GENERAL,positive
377,354:02:00,It has everything I would need for a home computer.,LAPTOP#MISCELLANEOUS,positive
378,354:03:00,I'm very impressed.,LAPTOP#GENERAL,positive
379,301:00:00,It was secure and easy to navigate.,LAPTOP#QUALITY,positive
380,301:00:00,It was secure and easy to navigate.,LAPTOP#USABILITY,positive
381,301:01:00,It is everything that I would want in a computer.,LAPTOP#GENERAL,positive
382,301:02:00,"Besides the great look, it is a great machine.",LAPTOP#DESIGN_FEATURES,positive
383,301:02:00,"Besides the great look, it is a great machine.",LAPTOP#GENERAL,positive
385,301:04:00,Once again apple stands alone at the top of the charts.,COMPANY#GENERAL,positive
386,369:00:00,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.",LAPTOP#GENERAL,positive
387,369:01:00,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",LAPTOP#USABILITY,positive
388,369:02:00,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.",LAPTOP#CONNECTIVITY,positive
389,369:03:00,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#DESIGN_FEATURES,positive
390,369:03:00,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#USABILITY,positive
391,369:03:00,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP#MISCELLANEOUS,positive
392,369:04:00,I am very pleased with my purchase!,LAPTOP#GENERAL,positive
393,371:00:00,This laptop serves all my needs.,LAPTOP#GENERAL,positive
394,371:01:00,Screen size is perfect for portable use in any environment.,DISPLAY#DESIGN_FEATURES,positive
395,371:01:00,Screen size is perfect for portable use in any environment.,LAPTOP#PORTABILITY,positive
396,371:02:00,Price and purpose is awesome!,LAPTOP#PRICE,positive
397,371:02:00,Price and purpose is awesome!,LAPTOP#MISCELLANEOUS,positive
398,373:00:00,I have been very pleased with the performance of this laptop.,LAPTOP#OPERATION_PERFORMANCE,positive
399,373:01:00,"The battery life seems to be very good, and have had no issues with it.",BATTERY#OPERATION_PERFORMANCE,positive
400,373:02:00,Great product.,LAPTOP#GENERAL,positive
401,382:00:00,The laptop was very easy to set up.,LAPTOP#USABILITY,positive
403,382:02:00,Everything was so easy.,LAPTOP#USABILITY,positive
407,385:03:00,They were able to set-up with labtops themselves within a few minutes.,LAPTOP#USABILITY,positive
408,385:04:00,It works fine with our wireless and they've had not problems.,LAPTOP#CONNECTIVITY,positive
409,385:04:00,It works fine with our wireless and they've had not problems.,LAPTOP#GENERAL,positive
410,385:05:00,It's a great product for a great price!,LAPTOP#GENERAL,positive
411,385:05:00,It's a great product for a great price!,LAPTOP#PRICE,positive
412,4:00,"Waited on getting this computer, but it has been a great change.",LAPTOP#GENERAL,positive
413,4:01,Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive
415,160:01:00,The service I received from Toshiba went above and beyond the call of duty.,SUPPORT#QUALITY,positive
416,160:02:00,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#OPERATION_PERFORMANCE,positive
417,160:02:00,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",DISPLAY#QUALITY,positive
418,160:02:00,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#USABILITY,positive
419,160:03:00,It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#PORTABILITY,positive
420,160:03:00,It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#CONNECTIVITY,positive
421,160:04:00,Just what the doctor ordered.,LAPTOP#GENERAL,positive
423,185:01:00,I cannot be happier with the service or product.,SUPPORT#QUALITY,positive
424,185:01:00,I cannot be happier with the service or product.,LAPTOP#GENERAL,positive
425,64:00:00,power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY,negative
426,64:01:00,after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY,negative
427,64:02:00,The WiFi is very weak.,LAPTOP#CONNECTIVITY,negative
429,64:04:00,Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative
430,78:00:00,This is a nicely sized laptop with lots of processing power and long battery life.,LAPTOP#DESIGN_FEATURES,positive
431,78:00:00,This is a nicely sized laptop with lots of processing power and long battery life.,CPU#OPERATION_PERFORMANCE,positive
432,78:00:00,This is a nicely sized laptop with lots of processing power and long battery life.,BATTERY#OPERATION_PERFORMANCE,positive
433,78:01:00,Love it so far.,LAPTOP#GENERAL,positive
434,270:00:00,The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive
435,270:01:00,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative
436,214:00:00,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#GENERAL,positive
437,214:00:00,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#DESIGN_FEATURES,positive
438,214:00:00,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#PORTABILITY,positive
439,214:00:00,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#OPERATION_PERFORMANCE,positive
440,214:01:00,"The touchpad is extremely sensitive, which is the only drawback.",MOUSE#OPERATION_PERFORMANCE,negative
441,214:01:00,"The touchpad is extremely sensitive, which is the only drawback.",LAPTOP#GENERAL,positive
442,214:02:00,"Otherwise, I love it!",LAPTOP#GENERAL,positive
444,350:01:00,I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE,negative
445,350:02:00,It Was a great deal after all.,LAPTOP#GENERAL,positive
446,350:02:00,It Was a great deal after all.,LAPTOP#PRICE,positive
447,350:03:00,I LOVE it!,LAPTOP#GENERAL,positive
448,350:04:00,I should have bought one a long time ago.,LAPTOP#GENERAL,positive
450,294:00:00,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL,positive
452,294:02:00,The real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD#QUALITY,positive
453,294:02:00,The real stand out on this computer is the feel of the keyboard and it's speed.,LAPTOP#OPERATION_PERFORMANCE,positive
454,294:03:00,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#OPERATION_PERFORMANCE,positive
455,294:03:00,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#CONNECTIVITY,positive
456,294:04:00,The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative
458,239:00:00,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",LAPTOP#MISCELLANEOUS,positive
459,239:01:00,It's priced very reasonable and works very well right out of the box.,LAPTOP#PRICE,positive
460,239:01:00,It's priced very reasonable and works very well right out of the box.,LAPTOP#OPERATION_PERFORMANCE,positive
463,239:04:00,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#GENERAL,positive
464,239:04:00,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#PORTABILITY,positive
465,239:04:00,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#MISCELLANEOUS,positive
467,239:06:00,the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY,negative
470,239:09:00,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive
481,85:09:00,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#GENERAL,positive
482,85:10:00,"I love my Apple, it is quick and easy to use.",LAPTOP#GENERAL,positive
483,85:10:00,"I love my Apple, it is quick and easy to use.",LAPTOP#OPERATION_PERFORMANCE,positive
484,85:10:00,"I love my Apple, it is quick and easy to use.",LAPTOP#USABILITY,positive
